gene_id,lfc_10cGy,padj_10cGy,deg_10cGy,dir_10cGy,lfc_100cGy,padj_100cGy,deg_100cGy,dir_100cGy,dose_category
AT1G01630,-0.0985592272970204,0.164790010597878,no,none,-0.049479108491557,0.565708772098468,no,none,neither
AT1G01640,0.0543944092758974,0.889115673590557,no,none,-0.029686128714462,0.946758669027216,no,none,neither
AT1G01650,0.234484916602256,0.0120866378842476,no,none,0.177420447826135,0.0731644280800988,no,none,neither
AT1G01660,-0.112173480661187,0.595915787165689,no,none,-0.0595310212900855,0.811821610186386,no,none,neither
AT1G01670,0.00430538924356908,0.982784317185959,no,none,0.0249918024912781,0.909753569886441,no,none,neither
AT1G01680,0.0306766182828888,0.929573220042194,no,none,0.0886220556411082,0.795285643265801,no,none,neither
AT1G01690,-0.107504770443042,0.398676985934621,no,none,-0.00296457458197575,0.987414682876901,no,none,neither
AT1G01695,-0.417085193382639,0.107021679698751,no,none,-0.171046554340284,0.584309567505911,no,none,neither
AT1G01700,-0.0729254265327273,0.681958752699586,no,none,-0.0389372387917952,0.850869443656857,no,none,neither
AT1G01710,0.0244741669057799,0.744141070500877,no,none,0.00339830417380719,0.971125859790495,no,none,neither
AT1G01715,0.35907959449726,0.114930164235046,no,none,0.0874375647379855,0.78611995577086,no,none,neither
AT1G01720,0.253409563316911,0.373511016703056,no,none,0.409429974815276,0.127859202237206,no,none,neither
AT1G01725,0.0994539328499354,0.421561936964546,no,none,0.0502289850566234,0.738293936887535,no,none,neither
AT1G01730,0.139082640394177,0.0343470903003349,no,none,0.161623794842779,0.014014630382957,no,none,neither
AT1G01740,0.0311050673587704,0.788171112964671,no,none,0.0132496178470868,0.923759306922998,no,none,neither
AT1G01750,-0.177235344190257,,no,none,0.10406850412505,0.90679091919763,no,none,neither
AT1G01760,0.0359964571681826,0.82187115984914,no,none,-0.0517424893368037,0.752980270363283,no,none,neither
AT1G01770,-0.0944319526890281,0.241493727830385,no,none,-0.147375909428113,0.0550879908408206,no,none,neither
AT1G01780,-0.060564966723486,0.664793208758887,no,none,-0.174743793371661,0.140361573932668,no,none,neither
AT1G01790,-0.0515011238457252,0.408895750607199,no,none,-0.0544405914860383,0.404351423512601,no,none,neither
AT1G01800,0.0398419531888972,0.420909096187533,no,none,0.00895231536673115,0.893413832065812,no,none,neither
AT1G01810,0.128879618135434,0.757897821663164,no,none,-0.141538936954742,0.754080007616273,no,none,neither
AT1G01820,0.0399928682273386,0.365400663667751,no,none,0.0504570512070496,0.250536908823884,no,none,neither
