gene_id,lfc_40cGy,padj_40cGy,deg_40cGy,dir_40cGy,lfc_80cGy,padj_80cGy,deg_80cGy,dir_80cGy,dose_category
AT1G03230,-0.181511627726163,0.999808032263671,no,none,-0.194603760126877,1,no,none,neither
AT1G03250,-0.00788017822229588,0.999808032263671,no,none,-0.0270634472826607,1,no,none,neither
AT1G03260,0.298504570889626,0.999808032263671,no,none,0.276897198463116,1,no,none,neither
AT1G03270,0.00293334368582523,,no,none,-0.0253326901316368,1,no,none,neither
AT1G03280,-0.0135755587241171,0.999808032263671,no,none,-0.0445750079953393,1,no,none,neither
AT1G03290,0.0863555856633624,0.999808032263671,no,none,0.107908315146191,1,no,none,neither
AT1G03300,0.23855457525648,0.999808032263671,no,none,-0.13931141911262,1,no,none,neither
AT1G03310,-0.0332121051514334,0.999808032263671,no,none,-0.109441728970982,1,no,none,neither
AT1G03320,2.04456494947159,,no,none,2.30069521067491,1,no,none,neither
AT1G03330,-0.0875625430093081,0.999808032263671,no,none,0.0518535040600625,1,no,none,neither
AT1G03340,-0.527841960426317,,no,none,-0.19830192252971,1,no,none,neither
AT1G03350,0.0413515394855122,0.999808032263671,no,none,-0.0148932862742217,1,no,none,neither
AT1G03360,-0.136921924454132,0.999808032263671,no,none,-0.378908098860505,1,no,none,neither
AT1G03365,0.131170231931515,0.999808032263671,no,none,0.0688850964856506,1,no,none,neither
AT1G03370,0.00504066695436676,0.999808032263671,no,none,0.0760838856803111,1,no,none,neither
AT1G03380,-0.0627310494148986,0.999808032263671,no,none,0.0417277113453594,1,no,none,neither
AT1G03390,0.0469880523191969,,no,none,-0.37999355172349,1,no,none,neither
AT1G03400,0.250852104509766,0.999808032263671,no,none,0.346214630667177,1,no,none,neither
AT1G03410,0.039603842410566,0.999808032263671,no,none,0.18799833091869,1,no,none,neither
AT1G03430,0.0773245963505635,0.999808032263671,no,none,0.0207347203013013,1,no,none,neither
AT1G03440,0.0986001034955334,0.999808032263671,no,none,0.0553793200070427,1,no,none,neither
AT1G03445,-0.530731701812263,,no,none,0.270792762171732,1,no,none,neither
AT1G03457,0.0152448366473794,0.999808032263671,no,none,0.124687773278053,1,no,none,neither
