gene_id,radiation_effect,genotype_interaction,Cs137_100cGy,Cs137_10cGy,GCR80,GCR40
AT1G20120,2.44439048378103,-3.14644914579664,-0.0594178343380597,0.0133293814959615,0.335881617124463,0.0336620924063238
AT1G20180,2.20532597676819,-2.59241811477398,1.73871113334363,1.4653300768888,0.672339421533733,0.676165962460854
AT1G20310,2.7050028006779,-2.80496970072937,0.96967944607635,0.695425779356601,,
AT1G20350,3.91360474520746,-2.8455528424624,0.283725912976928,0.434050644720124,-0.223412294595219,0.207881275056633
AT1G20750,8.13286481370814,-6.81218616404597,,,,
AT1G21120,1.54368348654856,-2.07700137512677,0.521000246722178,0.198972899505847,-0.890539046057044,-0.0682702131696898
AT1G21240,3.76478511447207,0.0689277169570982,0.604962593541308,0.225393544998465,,
AT1G21528,5.16669311587558,-4.86599440619524,0.937629452271443,1.77466303470168,,
AT1G23000,1.00888517913249,-1.53799617767405,0.00668853808679287,-0.105211188742741,-0.0388694353399183,-0.445387944189498
AT1G23520,2.61456367601538,-5.1809478144627,,,,
AT1G23710,1.5884692445391,-1.40576213501219,0.569244491568694,0.476264443683319,0.351529747843042,0.224236627467097
AT1G25400,1.0026526759456,-0.633884863491501,1.28014058924595,1.04950694275497,0.449540616351681,0.355893968131516
AT1G26420,1.78556517569033,-0.465202854759263,1.39444141813015,0.913264088496285,-0.205465649676073,-0.518176173333854
AT1G27720,1.54271058574787,-1.62298840435856,0.00160082174869872,0.0401027555903086,0.113245009145995,0.114227239975181
AT1G27730,2.81499130955306,-0.788878664673941,1.10990131690713,0.796623956570377,0.224894352142885,-0.0343535213446535
AT1G27890,3.35313333446922,-3.67737465441696,0.267741935543355,0.790943067508912,0.217064371550307,0.334881061983119
AT1G27940,1.63166231328532,-1.7966730284946,-0.0497015605005368,-0.254819418405775,1.37097055145031,1.60798762997161
AT1G28480,1.1924254406465,-0.655053923229591,1.04663765609307,1.13680107075486,,
AT1G30135,0.452743106925554,-0.106012212657725,1.81120926032182,1.26954929842735,,
AT1G30160,2.9176711380881,-2.96515197902925,0.0399000103720798,-0.0606063480801671,-0.03575920182633,0.0932959260974617
AT1G30170,5.28993956067126,-4.30823637286514,,,,
AT1G30475,1.43572877927763,-2.62141227740311,0.266582408105395,0.124345521212074,0.0874453379058633,-0.808106404107995
AT1G30660,1.97872242396806,-1.9504614770274,0.00414617907819737,-0.0990905424156407,0.0120169650727469,-0.422198837860777
AT1G31280,1.66356345202576,-2.58493779287609,0.119668327699788,0.0620826698145823,0.319387127797578,0.108336552364363
AT1G32350,2.03929641867012,-0.985026124759907,2.53222264819211,1.73019750890281,-1.33789626545935,-0.535815099913257
AT1G32570,3.06443355409045,-3.95441132145073,0.485731764712063,0.205969532230895,,
AT1G33760,2.46407554570197,0.912823714285048,0.394967433841418,-0.0178288642620578,1.66304580902011,1.29003780119005
AT1G33960,2.81586775842525,-3.26179749758819,0.314719930583029,0.22227453588314,-2.74174246753896,-0.750399166284683
AT1G44830,1.52514077766137,-2.38642695471048,0.26568591078084,0.12212981121443,0.0706931289455858,0.488412336251353
